epoch,loss_discriminator,loss_generator,params_generator,rel_entropy
0,0.7001,0.7759,"[ 2.63022259  4.51593651 -0.0092808   1.90960516  0.91209772  0.59017853
  1.16030981  2.1612254   2.48296697  3.37548751  2.64387474  4.3153555
  1.29460709]",11.5207
1,0.6925,0.6506,"[ 2.62429192e+00  4.52186920e+00 -3.28928634e-03  1.90372033e+00
  9.18042215e-01  5.84212251e-01  1.16626853e+00  2.16717244e+00
  2.48891105e+00  3.38145038e+00  2.63791088e+00  4.30944049e+00
  1.28867695e+00]",11.5091
2,0.6928,0.6604,"[2.61823003e+00 4.52793534e+00 2.72037238e-03 1.89762658e+00
 9.24094508e-01 5.78180115e-01 1.17230707e+00 2.17322549e+00
 2.49496544e+00 3.38748492e+00 2.63187720e+00 4.30335408e+00
 1.28260926e+00]",11.5065
3,0.6931,0.6831,"[2.61421236 4.53195491 0.00672334 1.89360025 0.92810965 0.57417085
 1.17631813 2.17724121 2.49898137 3.3914948  2.62786756 4.29932794
 1.27858935]",11.5094
4,0.693,0.6686,"[2.6101903  4.53597954 0.01072748 1.88956927 0.93212894 0.57015874
 1.18033241 2.18126144 2.50300172 3.39550762 2.62385504 4.29529566
 1.27456434]",11.5162
5,0.6933,0.6842,"[2.60631767 4.5398389  0.01470515 1.88575532 0.93601921 0.56622615
 1.18425233 2.1851474  2.50688635 3.39943585 2.61992506 4.29148361
 1.27070835]",11.5257
6,0.6932,0.6813,"[2.60443698 4.54170409 0.01668328 1.88392816 0.93791572 0.5642891
 1.18617774 2.18703812 2.50877671 3.40136911 2.61799017 4.28966855
 1.26884635]",11.5314
7,0.6927,0.6709,"[2.60638543 4.53976318 0.01469238 1.88585154 0.93596019 0.56626255
 1.18420936 2.18508541 2.50682407 3.39939727 2.61996272 4.29158534
 1.27078596]",11.5252
8,0.6933,0.7086,"[2.60835338 4.53780034 0.01269819 1.88780432 0.93398797 0.56824598
 1.18222906 2.18311519 2.50485377 3.39741481 2.62194562 4.29353259
 1.27274803]",11.5197
9,0.6933,0.7078,"[2.60851866 4.53763411 0.0126377  1.88797746 0.93382947 0.56837611
 1.18208752 2.18295621 2.50469364 3.39728027 2.62207853 4.29369944
 1.27291505]",11.5186
10,0.6927,0.7106,"[2.60408639 4.54209323 0.01677183 1.88347496 0.93823271 0.56407641
 1.18642141 2.18737227 2.50910966 3.40159134 2.61777245 4.28918052
 1.26845159]",11.5342
11,0.6927,0.7195,"[2.6003307  4.54582138 0.02071468 1.87979363 0.94201324 0.56022031
 1.19025537 2.19114056 2.51287882 3.40544046 2.61392008 4.28552659
 1.26472835]",11.5485
12,0.6933,0.677,"[2.60230428 4.54385235 0.01871959 1.88175486 0.94003621 0.56220669
 1.18827154 2.18916538 2.51090345 3.40345485 2.61590607 4.28748188
 1.26669673]",11.5401
